Offizieller_Name;streetAddress;postalCode;addressLocality;Telefon;Email;Fax;Internet;Handelsregister;Rechtsform;Hauptsitz;Firmengründung;Inhaber;Geschäftsführung;Branche;Unternehmensgegendstand;Umsatzsteuer-Id;Mitarbeiter;Stammkapital
RS Rheinische Sachwert Verwaltungs GmbH;Kapellenstrasse 18;66271;Kleinblittersdorf;+49 (06866) 150674;n/a;n/a;n/a;HRB 14919, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Auersmacher);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Breyer Vermietungsgesellschaft mbH;Eduard-Mörike-Strasse 67;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Bliesransbach);n/a;n/a;n/a;Verwaltung, Vermietung und Verpachtung von Immobilien;n/a;n/a;n/a;n/a
F+R Bauvermessung GmbH;Am Kirchberg 8;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Auersmacher);n/a;n/a;n/a;Vermessungsbüros;n/a;n/a;n/a;n/a
Fussbodenbau Bickelmann-Follmar GmbH;Römerstrasse 37;66271;Kleinblittersdorf;+49 (06805) 912662;n/a;+49 (06805) 912663;n/a;HRB 14902, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf;n/a;n/a;n/a;Bautischlerei und Bauschlosserei;n/a;n/a;n/a;n/a
G.D.V. Datenverarbeitungs GmbH;Kapellenstrasse 18;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Auersmacher);n/a;n/a;n/a;Datenverarbeitung;n/a;n/a;n/a;n/a
IKM GmbH;Oberdorfstrasse 33;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;HRB 15399, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Kronen neunhundertsiebenundachtzig GmbH;Lise-Meitner-Weg 1;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;HRB 55422, Amtsgericht Düsseldorf;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Rilchingen-Hanweiler);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Melodie Gesellschaft für Rundfunk + Fernsehwerbung mbH;Saargemünder Strasse 103;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Rilchingen-Hanweiler);n/a;n/a;n/a;Werbung und Marketing;n/a;n/a;n/a;n/a
Pro Wert GmbH;Kapellenstrasse 1a;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Auersmacher);n/a;n/a;n/a;Sonstige Abfallentsorgung;n/a;n/a;n/a;n/a
Verein zur Förderung der Turnerjugend im TUS Bliesransbach e.V.;Auf der Ath 9;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;e.V.: Eingetragener Verein;Kleinblittersdorf (Ortsteil Bliesransbach);n/a;n/a;n/a;Vereine und Interessenvertretungen;n/a;n/a;n/a;n/a
Wolfgang Bur Geschäftsführungsgesellschaft mbH;Saarbrücker Strasse 28;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf;n/a;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;n/a
Limbach + Sohn GmbH;Oberdorfstrasse 51;66271;Kleinblittersdorf;+49 (06805) 21762;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
S. Mongin Kernbohrarbeien GmbH;Parkstrasse 7;66271;Kleinblittersdorf;+49 (06805) 4941;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Sitterswald);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
HCS Hölzer - Clean - Service - GmbH;Peter-Friedhofen-Strasse 1;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;HRB 15985, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
M.G.V. Kulturgemeinde Sitterswald;Auf dem Oberen Hassel 3;66271;Kleinblittersdorf;+49 (06805) 5609;n/a;n/a;n/a;n/a;n/a;Kleinblittersdorf (Ortsteil Sitterswald);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Dr. Walcker-Mayer GmbH;Industriegelände 1;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
Easlink GmbH;Kantstrasse 1;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Rilchingen-Hanweiler);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
SGB Schwaben KG;Bahnhofstrasse 6;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;KG: Kommanditgesellschaft;Kleinblittersdorf (Ortsteil Rilchingen-Hanweiler);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
SRS Dichtungs- und Führungselemente GmbH;Lise-Meitner-Weg 1-3;66271;Kleinblittersdorf;n/a;n/a;n/a;n/a;n/a;GmbH: Gesellschaft mit beschränkter Haftung;Kleinblittersdorf (Ortsteil Rilchingen-Hanweiler);n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a
SVQ GmbH;Hans-Schardt-Strasse 1;66822;Lebach;+49 (06881) 96175 0;n/a;+49 (06881) 96175 29;www.global-retool-group.com;HRB 16919, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2004;n/a;Andreas Quak;Maschinenbau / Maschinenbauer;n/a;DE813984154;90 in Deutschland;200.000 Euro
Autohaus Reitenbach GmbH;Hans-Schardt-Strasse 2;66822;Lebach;+49 (06881) 5393 0;reitenbach-gmbh@t-online.de;+49 (06881) 5393 111;www.mercedes-benz-reitenbach.de;HRB 53034, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;Frank Hachfeld, Thomas Bartmann;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.) / Autohändler;n/a;DE138201341;40 in Deutschland;n/a
Buchholz Reisen GmbH;In der Au 14;66822;Lebach;+49 (06888) 222;info@buchholz-reisen.de;+49 (06888) 57071;www.buchholz-reisen.de;HRB 16818, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach (Ortsteil Steinbach);n/a;n/a;Michael Buchholz;Reisebüros und Reiseveranstalter / Reiseveranstalter;n/a;DE254059550;30 in Deutschland;n/a
HKS Heizung Klima Sanitär Handels- + Montagegesellschaft mbH;Heeresstrasse 29;66822;Lebach;+49 (06881) 9352 0;info@hks-lebach.de;+49 (06881) 935240;www.hks-lebach.de;HRB 52090, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;n/a;Klempnerei, Gasinstallation, Wasserinstallation, Heizungsinstallation und Lüftungsinstallation / Handwerker;n/a;DE224803076;60 in Deutschland;n/a
Leistenschneider GmbH Personaldienstleistungen;Hans-Schardt-Strasse 3;66822;Lebach;+49 (06881) 92220;gerhard.bohlen@leistenschneider.org;+49 (06881) 922240;www.leistenschneider.org;HRB 52790, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;1995;n/a;Gerhard Bohlen, Hiltrud Leistenschneider, Kerstin Leistenschneider;Personalvermittlung, Arbeitsvermittlung, Personalservice, Zeitarbeit / Zeitarbeitsfirmen;n/a;DE811886821;40 in Deutschland;200.000 Euro
Baustoff-Union Grosshandel GmbH + Co. KG;Pickardstrasse 33;66822;Lebach;+49 (06881) 924880;info@baustoffunion.com;+49 (06881) 9248818;www.baustoffunion.com;HRA 51187, Amtsgericht SaarbrückenHRB 52619, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;1991;n/a;Josef Alt, Thomas Merscher;Grosshandel mit Baustoffen und Bauelementen aus Mineralien / Baustoffhändler;n/a;DE137907295;120 in Deutschland;n/a
DKT Thielgen GmbH Konstruktionen, Werkzeuge, Vorrichtungen, Maschinenteile;Dillinger Strasse 39;66822;Lebach;+49 (06881) 9209 0;thielgen@brd-dkt.de;+49 (06881) 920919;www.brd-dkt.de;HRB 52593, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;1990;n/a;Detlef Thielgen;Herstellung von Maschinen für die Metallerzeugung und für Walzwerke sowie Giessmaschinen / Werkzeugbau;n/a;DE137875565;40 in Deutschland;n/a
Autoland Lebach GmbH;Mottener Strasse 96;66822;Lebach;+49 (06881) 4746;landsweiler-automobile@mobile.de;+49 (06881) 936757;home.mobile.de;HRB 19884, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2011;n/a;n/a;Kfz-Werkstätten, Kfz-Reparatur (Autos, Nutzfahrzeuge, LKW);n/a;n/a;n/a;n/a
i4e GmbH;Saarbrücker Strasse 15;66822;Lebach;+49 (06881) 9616960;c.schmidt@i4e.de;+49 (06881) 96169640;www.i4e.de;HRB 16178, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2007;n/a;Schmidt, Christoph, Lebach;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;25.000 Euro
levoBank eG;Poststrasse 1;66822;Lebach;+49 (06881) 509 0;info@levobank.de;+49 (06881) 50924;www.levobank.de;GnR 95, Amtsgericht Saarbrücken;eG: Eingetragene Genossenschaft (auch e.G.);Lebach;n/a;n/a;n/a;Genossenschaftsbanken (Volksbanken) / Volksbanken + Raiffeisenbanken;n/a;DE137844029;210 in Deutschland;n/a
ProTech Consult GmbH;Dirminger Strasse 56;66822;Lebach;+49 (06888) 9006;info@protechconsult.de;+49 (06888) 900625;www.protechconsult.de;HRB 16157, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2007;n/a;Gross, Gerald, Lebach;Handelsvermittlung von Maschinen und technischem Bedarf (ohne Landmaschinen und Büromaschinen);n/a;n/a;n/a;25.000 Euro
B-Marketing GmbH;Bommersfeld 11;66822;Lebach;+49 (06881) 52455;info@adac-procar.de;+49 (06881) 51774;www.adac-procar.de;HRB 18389, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2010;n/a;n/a;Sachverständige;n/a;n/a;n/a;25.000 Euro
Global Retool Group GmbH;Hans Schardt Strasse 1;66822;Lebach;+49 (06881) 96175;info@siepmann-vertrieb.com;+49 (06881) 9617529;www.siepmann-vertrieb.com;HRB 19270, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2011;n/a;n/a;Herstellung von Büromaschinen;n/a;n/a;n/a;25.000 Euro
Werkzeugtechnik Riemke + Co. GmbH;Auf dem Stein 26;66822;Lebach;+49 (06881) 9605 0;info@riemke-werkzeugtechnik.de;+49 (06881) 9616950;www.riemke-werkzeugtechnik.de;HRB 52399, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;n/a;Einzelhandel mit Eisenwaren, Werkzeugen, Metallwaren und Kunststoffwaren / Werkzeugbau;n/a;DE811315445;40 in Deutschland;n/a
Achim Scherer Autotechnik GmbH;Steinbacher Strasse 2;66822;Lebach;+49 (06888) 90110;n/a;+49 (06888) 901111;www.as-autotechnik.de;HRB 18054, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach (Ortsteil Thalexweiler);n/a;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;n/a
Günter Ewen e.K.;Saarbrücker Strasse 12;66822;Lebach;+49 (06881) 4454;info@makler-ewen.de;+49 (06881) 4986;www.makler-ewen.de;HRA 11113, Amtsgericht Saarbrücken;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Lebach;2011;n/a;n/a;Versicherungsmakler;n/a;n/a;n/a;n/a
Niedersächsischer Hof GmbH;Tholeyer Strasse 26;66822;Lebach;+49 (06881) 9201;info@niedersaechsischer-hof-goslar.de;n/a;www.niedersaechsischer-hof-goslar.de;HRB 18547, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2010;n/a;n/a;Hotellerie;n/a;n/a;n/a;25.000 Euro
AU-BRE-TA Verwaltungsgesellschaft mbH;Im Bommersfeld 6;66822;Lebach;+49 (06881) 924870;n/a;+49 (06881) 9248729;www.au-bre-ta.de;HRB 18700, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2010;n/a;n/a;Verwaltung und Management von Unternehmen und Betrieben;n/a;n/a;n/a;25.000 Euro
TS Dienstleistungsservice Moser + Hämmerling GmbH;Friedensstrasse 27;66822;Lebach;+49 (06881) 9213 0;n/a;+49 (06881) 921313;www.ts-dienstleistungsservice.de;HRB 52542, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;1971;n/a;Thomas Schwedt;Reinigung von Gebäuden, Räumen und Inventar / Reinigungsbetriebe;n/a;n/a;120 in Deutschland;n/a
C-CON Sondermaschinen GmbH;Auf dem Graben 17;66822;Lebach;+49 (06881) 936170;info@c-con.de;+49 (06881) 9361710;www.c-con.de;HRB 17174, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;n/a;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
DILEB Maschinenbau GmbH + Co. KG;Dillinger Strasse 130;66822;Lebach;+49 (06881) 92070;info@dileb.de;+49 (06881) 920790;www.dileb.de;HRA 10253, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;n/a;n/a;n/a;Herstellung von Verbrennungsmotoren und Turbinen (ohne Fahrzeugmotoren);n/a;n/a;n/a;n/a
ICS Innovation Coating Systems UG (haftungsbeschränkt);Am Kump 33;66822;Lebach;+49 (06888) 91023;info@ics-lacke.de;+49 (06888) 91022;www.ics-lacke.de;HRB 17845, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Lebach;n/a;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;n/a
Müller-Dynamic GmbH;Im Bommersfeld 2;66822;Lebach;+49 (06872) 600710;n/a;n/a;www.mueller-auto.com;HRB 18385, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2010;n/a;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;25.000 Euro
DILEB Geschäftsführung GmbH;Dillinger Strasse 130;66822;Lebach;n/a;info@dileb.de;n/a;www.dileb.de;HRB 16361, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;Muller, Pierre, Dalem/Frankreich;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
Doc Morris Apotheke Lebach - Inhaber: M. Soukairajou Hassane e.K.;Poststrasse 3;66822;Lebach;+49 (06881) 9362090;lebach@docmorris-apotheke.de;+49 (06881) 9362091;www.docmorris-apotheke.de;HRA 10690, Amtsgericht Saarbrücken;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Lebach;n/a;n/a;n/a;Apotheken;n/a;n/a;n/a;n/a
Gisela Backes Steuerberatungsgesellschaft mbH;Am Kump 33;66822;Lebach;+49 (06888) 91021;n/a;n/a;n/a;HRB 16137, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2007;n/a;Backes, Gisela, Lebach;Steuerberater und Steuerberatungsgesellschaften;n/a;n/a;n/a;25.000 Euro
Roman Herrmann GmbH;Römerstrasse 50;66822;Lebach;+49 (06887) 5945;n/a;+49 (06887) 88603;n/a;HRB 18397, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach (Ortsteil Gresaubach);2010;n/a;n/a;Fassadenreinigung;n/a;n/a;n/a;25.000 Euro
SARTEK GmbH;Poststrasse 7;66822;Lebach;+49 (06881) 9366088;n/a;+49 (06881) 9366087;n/a;HRB 18731, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2010;n/a;n/a;Handelsvermittlung von pharmazeutischen, medizinischen und orthopädischen Artikeln, Laborbedarf, Ärztebedarf, Dentalbedarf, Zahnarzt-Instrumenten, Altenpflege- und Krankenhausbedarf;n/a;n/a;n/a;25.000 Euro
TZ cad GmbH;Hans-Schardt-Strasse 1;66822;Lebach;+49 (06881) 8807799;n/a;n/a;www.tzcad.de;HRB 16460, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;Treitz, Franz-Josef, Kell, Zenner, Patrick, Lebach;Ingenieurbüros für technische Fachplanung;n/a;n/a;n/a;n/a
Baustoffe ROSPORT GmbH + Co. KG;Dillinger Strasse 128;66822;Lebach;+49 (06881) 92490 0;info@baustoffe-rosport.de;+49 (06881) 9249019;www.baustoffe-rosport.de;HRA 10510, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;n/a;n/a;n/a;Grosshandel mit Holz, Baustoffen, Farben und Sanitärkeramik;n/a;n/a;n/a;n/a
Bestattungen Giebel GmbH;Zur Erzkaul 1;66822;Lebach;+49 (06888) 8838;n/a;n/a;n/a;HRB 19279, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2011;n/a;n/a;Bestattungsinstitute, Bestatter;n/a;n/a;n/a;25.000 Euro
clever beDacht UG (haftungsbeschränkt);Hohlstrasse 18;66822;Lebach;+49 (06881) 8995938;u.thyrassa@dach-holzbauhilfe.de;+49 (06881) 8995939;n/a;HRB 18123, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Lebach;n/a;n/a;n/a;Ingenieurbüros für bautechnische Gesamtplanung;n/a;n/a;n/a;n/a
Distributa GmbH + Co. OHG;Im Eichgarten 26;66822;Lebach;+49 (06831) 1770;info@hela.de;+49 (06831) 177358;www.hela.de;HRA 10453, Amtsgericht Saarbrücken;OHG: Offene Handelsgesellschaft;Lebach;n/a;n/a;n/a;Sachverständige;n/a;n/a;n/a;n/a
Envolux GmbH;Friedensstrasse 60;66822;Lebach;+49 (06881) 558444;n/a;n/a;n/a;HRB 19357, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2011;n/a;n/a;Herstellung von elektrischen Lampen und Leuchten;n/a;n/a;n/a;25.000 Euro
Fabian Schmitt GmbH;Meiserweg 4;66822;Lebach;+49 (06881) 1323;n/a;+49 (06881) 538186;n/a;HRB 16517, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;Schmitt, Fabian, Lebach;Bautischlerei und Bauschlosserei;n/a;n/a;n/a;n/a
Michael Britz Fussbodentechnik Geschäftsführungs-GmbH;Heeresstrasse 31;66822;Lebach;+49 (06881) 92210;n/a;+49 (06881) 922199;n/a;HRB 16357, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;Britz, Michael, Lebach;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
Michael Britz Fussbodentechnik GmbH + Co. KG;Heeresstrasse 31;66822;Lebach;+49 (06881) 92210;info@britz-fussbodentechnik.de;+49 (06881) 922199;www.britz-fussbodentechnik.de;HRA 10196, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;n/a;n/a;n/a;Raumausstattung;n/a;n/a;n/a;n/a
Nicolay GmbH;Bachstrasse 28;66822;Lebach;+49 (06888) 581760;n/a;n/a;n/a;HRB 18723, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2010;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;25.000 Euro
Römerbad 24 GmbH;Saarwellingerstrasse 44;68822;Lebach;+49 (06881) 2159;info@roemerbad-24.de;n/a;www.roemerbad-24.de;HRB 17715, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;n/a;Kasinos und Spielbanken;n/a;n/a;n/a;n/a
Stadtwerke Lebach GmbH + Co. KG;Hans-Schardt-Strasse 1;66822;Lebach;+49 (06881) 961670;info@stadtwerke-lebach.de;+49 (06881) 9616722;www.stadtwerke-lebach.de;HRA 10541, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;n/a;n/a;n/a;Elektrizitätsversorgung;n/a;n/a;n/a;n/a
Taxi Zentrale Lebach - Inhaber: Michael Sprengart e.K.;Pickardstrasse 16;66822;Lebach;+49 (06881) 3030;info@taxi-zentrale-lebach.de;+49 (06881) 9248522;www.taxi-zentrale-lebach.de;HRA 10195, Amtsgericht Saarbrücken;e.K.: Eingetragener Kaufmann/Eingetragene Kauffrau (auch e.Kfm. oder e.Kffr.);Lebach;n/a;Michael Sprengart;n/a;Taxis, Chauffeur- und Limousinenservice;n/a;n/a;n/a;n/a
WIK Konferenzmanagement GmbH + Co. KG;Hubertusstrasse 12;66822;Lebach;+49 (0221) 91248998;info@kit-group.org;+49 (0221) 91248997;www.kit-group.org;HRA 11180, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;2011;n/a;n/a;Sonstige wirtschaftliche Dienstleistungen;n/a;n/a;n/a;n/a
Wilms Treuhandpartner GmbH + Co. KG Wirtschaftsprüfungsgesellschaft Steuerberatungsgesellschaft;Dillinger Strasse 61;66822;Lebach;+49 (06881) 2099;n/a;+49 (06881) 53460;n/a;HRA 10566, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;n/a;n/a;n/a;Wirtschaftsprüfung, Buchprüfung und Steuerberatung;n/a;n/a;n/a;n/a
AU-BRE-TA Nutzfahrzeugservice GmbH + Co. KG;Im Bommersfeld 6;66822;Lebach;+49 (06881) 924870;n/a;+49 (06881) 9248729;n/a;HRA 10892, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;2010;n/a;n/a;Kfz-Werkstätten, Kfz-Reparatur (Autos, Nutzfahrzeuge, LKW);n/a;n/a;n/a;n/a
Autohaus Feld - Inhaber: Helmut Feld;Im Bommersfeld 2;66822;Lebach;+49 (06881) 92020;info@bmw-feld.de;+49 (06881) 920250;www.bmw-feld.de;n/a;n/a;Lebach;n/a;Helmut Feld;n/a;Autohandel und Kfz-Handel (Nutzfahrzeuge, LKW etc.);n/a;n/a;n/a;n/a
BEP GmbH + Co. KG;An der Ziegelhütte 2;66822;Lebach;+49 (06881) 91880;n/a;n/a;n/a;HRA 11223, Amtsgericht Saarbrücken;GmbH + Co. KG: Gesellschaft mit beschränkter Haftung und Compagnie Kommanditgesellschaft;Lebach;2012;n/a;n/a;Immobilien-Vermittlung für Dritte;n/a;n/a;n/a;n/a
FWM Fuchs Werkzeug- + Maschinenbau GmbH;Auf dem Graben 15;66822;Lebach;+49 (06881) 880820;n/a;+49 (06881) 8808219;n/a;HRB 16853, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;n/a;Herstellung von Werkzeugen für das Baugewerbe;n/a;n/a;n/a;n/a
Hotel am Leineschloss GmbH;Tholeyer Strasse 26;66822;Lebach;+49 (06881) 920113;n/a;n/a;n/a;HRB 19648, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2011;n/a;n/a;Unternehmensberatung, Unternehmensberater;n/a;n/a;n/a;n/a
Maler Müller GmbH;Am Schindelfeld 7;66822;Lebach;n/a;ms-maler-mueller@t-online.de;n/a;n/a;HRB 18906, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2010;n/a;n/a;Maler und Lackierer;n/a;n/a;n/a;n/a
proCar Kfz-Service GmbH;Poststrasse 18;66822;Lebach;n/a;n/a;n/a;n/a;HRB 19294, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2011;n/a;n/a;Kfz-Werkstätten, Kfz-Reparatur (Autos, Nutzfahrzeuge, LKW);n/a;n/a;n/a;25.000 Euro
RLT Transporte UG (haftungsbeschränkt);Saarbrücker Strasse 7;66822;Lebach;n/a;n/a;n/a;n/a;HRB 18381, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Lebach;2010;n/a;n/a;Transporte, Güterbeförderung im Strassenverkehr;n/a;n/a;n/a;100 Euro
ROSPORT Geschäftsführungsgesellschaft mbH;Dillinger Strasse 128;66822;Lebach;+49 (06881) 92790 0;n/a;+49 (06881) 9249019;n/a;HRB 17183, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;n/a;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;n/a
Therapie und Reha für Pferde Weyand und Dausend GmbH;Hügelstrasse 10;66822;Lebach;n/a;n/a;n/a;n/a;HRB 19260, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;2011;n/a;n/a;Dienstleistungen a.n.g.;n/a;n/a;n/a;25.000 Euro
Günter Gutherl GmbH;Im Bommersfeld 4;66822;Lebach;+49 (06881) 2355;info@gutherl.de;+49 (06881) 4508;www.gutherl.de;HRB 52152, Amtsgericht Saarbrücken;GmbH: Gesellschaft mit beschränkter Haftung;Lebach;1976;n/a;n/a;Dachdeckerei und Bauspenglerei;n/a;n/a;n/a;n/a
Thielgen + Kremp Verwaltungs-UG (haftungsbeschränkt);Dillinger Strasse 39;66822;Lebach;n/a;n/a;n/a;n/a;HRB 18423, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Lebach;2010;n/a;n/a;Holding- und Beteiligungsgesellschaften;n/a;n/a;n/a;1.000 Euro
ABC Vertriebs UG (haftungsbeschränkt);Am Markt 9;66822;Lebach;n/a;n/a;n/a;n/a;HRB 100642, Amtsgericht Saarbrücken;UG (haftungsbeschränkt): Unternehmergesellschaft (haftungsbeschränkt);Lebach;2012;n/a;n/a;Grosshandel mit Baustoffen und Bauelementen aus Mineralien;n/a;n/a;n/a;n/a
