,company_name,rating,reviews,salaries,jobs,location,size,industry,description
339,Bank 1 Saar,2.4,"{'url': '/Reviews/Bank-1-Saar-Reviews-E933137.htm', 'count': '2'}","{'url': '/Salary/Bank-1-Saar-Salaries-E933137.htm', 'count': '--'}","{'url': '/Jobs/Bank-1-Saar-Jobs-E933137.htm', 'count': '15'}",Saarland,501 to 1000 Employees,N/A,
340,Rotho Babydesign,2.0,"{'url': '/Reviews/Rotho-Babydesign-Reviews-E1119917.htm', 'count': '1'}","{'url': '/Salary/Rotho-Babydesign-Salaries-E1119917.htm', 'count': '--'}","{'url': '/Jobs/Rotho-Babydesign-Jobs-E1119917.htm', 'count': '--'}",Saarland,51 to 200 Employees,N/A,
341,Max Planck Institute for Computer Science,4.5,"{'url': '/Reviews/Max-Planck-Institute-for-Computer-Science-Reviews-E554158.htm', 'count': '46'}","{'url': '/Salary/Max-Planck-Institute-for-Computer-Science-Salaries-E554158.htm', 'count': '--'}","{'url': '/Jobs/Max-Planck-Institute-for-Computer-Science-Jobs-E554158.htm', 'count': '--'}",Saarland,Unknown,Colleges & Universities,
342,Saarländischer Rundfunk,4.0,"{'url': '/Reviews/Saarl%C3%A4ndischer-Rundfunk-Reviews-E150269.htm', 'count': '3'}","{'url': '/Salary/Saarl%C3%A4ndischer-Rundfunk-Salaries-E150269.htm', 'count': '--'}","{'url': '/Jobs/Saarl%C3%A4ndischer-Rundfunk-Jobs-E150269.htm', 'count': '10'}",Saarland,501 to 1000 Employees,Broadcast Media,
343,ZOE,1.0,"{'url': '/Reviews/ZOE-Reviews-E6677919.htm', 'count': '1'}","{'url': '/Salary/ZOE-Salaries-E6677919.htm', 'count': '1'}","{'url': '/Jobs/ZOE-Jobs-E6677919.htm', 'count': '--'}",Saarland,Unknown,N/A,
344,GUBSE,5.0,"{'url': '/Reviews/GUBSE-Reviews-E1419768.htm', 'count': '1'}","{'url': '/Salary/GUBSE-Salaries-E1419768.htm', 'count': '--'}","{'url': '/Jobs/GUBSE-Jobs-E1419768.htm', 'count': '34'}",Saarland,Unknown,N/A,
345,Urgo Medical (Germany),2.5,"{'url': '/Reviews/Urgo-Medical-Germany-Reviews-E5437775.htm', 'count': '2'}","{'url': '/Salary/Urgo-Medical-Germany-Salaries-E5437775.htm', 'count': '--'}","{'url': '/Jobs/Urgo-Medical-Germany-Jobs-E5437775.htm', 'count': '--'}",Saarland,201 to 500 Employees,N/A,
346,m&r Kreativ,4.0,"{'url': '/Reviews/m-and-r-Kreativ-Reviews-E1419919.htm', 'count': '1'}","{'url': '/Salary/m-and-r-Kreativ-Salaries-E1419919.htm', 'count': '--'}","{'url': '/Jobs/m-and-r-Kreativ-Jobs-E1419919.htm', 'count': '6'}",Saarland,Unknown,N/A,
347,IBZ,4.0,"{'url': '/Reviews/IBZ-Reviews-E5786971.htm', 'count': '1'}","{'url': '/Salary/IBZ-Salaries-E5786971.htm', 'count': '--'}","{'url': '/Jobs/IBZ-Jobs-E5786971.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
348,US Army,3.8,"{'url': '/Reviews/US-Army-Reviews-E41322.htm', 'count': '41.8K'}","{'url': '/Salary/US-Army-Salaries-E41322.htm', 'count': '82.5K'}","{'url': '/Jobs/US-Army-Jobs-E41322.htm', 'count': '1.4K'}",Saarland,10000+ Employees,National Agencies,"The US Department of the Army has its marching orders. One of the three military departments (along with the Air Force and Navy) of the US Department of Defense, the Army provides ground-based military forces to deter and fight wars and protect the security of the US. The army has more than 675,000 soldiers, including active duty soldiers (nearly 75%) and reservists (Army National Guard and Army Reserves). Army personnel are deployed in about 80 countries. The Army operates about 40 forts throughout the US and has bases in Africa, Europe, Japan, the Middle East, and South Korea."
349,EY,3.9,"{'url': '/Reviews/EY-Reviews-E2784.htm', 'count': '70.6K'}","{'url': '/Salary/EY-Salaries-E2784.htm', 'count': '57.4K'}","{'url': '/Jobs/EY-Jobs-E2784.htm', 'count': '13.1K'}",Saarland,10000+ Employees,Accounting & Tax,"At EY, you will work with entrepreneurs, the biggest companies and entire countries to solve their most pressing challenges. We promise you an exceptional experience that is yours to build — using our opportunities, scale, technology, learning, and diverse and inclusive culture.

And what you do here matters, guided by our purpose of building a better working world — for our people, for our clients and for our communities. We help digital pioneers fight data piracy, guide governments through cash flow crises, unlock new medical treatments with data analytics, and pursue high-quality audits to build trust in financial markets and business. 

With over 365,000 people in more than 150 countries, we’re one of the world’s leading professional services organizations, with four integrated service lines: Assurance, Consulting, Strategy and Transactions, and Tax. Our global reach, skills and ability to learn from different perspectives help us create positive change on a massive scale.
"
350,Standard Gebäudereinigung Jacobs,5.0,"{'url': '/Reviews/Standard-Geb%C3%A4udereinigung-Jacobs-Reviews-E930698.htm', 'count': '1'}","{'url': '/Salary/Standard-Geb%C3%A4udereinigung-Jacobs-Salaries-E930698.htm', 'count': '--'}","{'url': '/Jobs/Standard-Geb%C3%A4udereinigung-Jacobs-Jobs-E930698.htm', 'count': '--'}",Saarland,501 to 1000 Employees,Building & Personnel Services,
351,POCO Einrichtungsmärkte,2.4,"{'url': '/Reviews/POCO-Einrichtungsm%C3%A4rkte-Reviews-E934581.htm', 'count': '68'}","{'url': '/Salary/POCO-Einrichtungsm%C3%A4rkte-Salaries-E934581.htm', 'count': '1'}","{'url': '/Jobs/POCO-Einrichtungsm%C3%A4rkte-Jobs-E934581.htm', 'count': '422'}",Saarland,5001 to 10000 Employees,Home Furniture & Housewares Stores,
352,imc information multimedia communication,2.8,"{'url': '/Reviews/imc-information-multimedia-communication-Reviews-E1188766.htm', 'count': '11'}","{'url': '/Salary/imc-information-multimedia-communication-Salaries-E1188766.htm', 'count': '--'}","{'url': '/Jobs/imc-information-multimedia-communication-Jobs-E1188766.htm', 'count': '48'}",Saarland,51 to 200 Employees,N/A,
353,RESA Systems,5.0,"{'url': '/Reviews/RESA-Systems-Reviews-E1119712.htm', 'count': '1'}","{'url': '/Salary/RESA-Systems-Salaries-E1119712.htm', 'count': '--'}","{'url': '/Jobs/RESA-Systems-Jobs-E1119712.htm', 'count': '7'}",Saarland,201 to 500 Employees,N/A,
354,DPDgroup,3.3,"{'url': '/Reviews/DPDgroup-Reviews-E934611.htm', 'count': '996'}","{'url': '/Salary/DPDgroup-Salaries-E934611.htm', 'count': '12'}","{'url': '/Jobs/DPDgroup-Jobs-E934611.htm', 'count': '738'}",Saarland,10000+ Employees,Shipping & Trucking,"The market is changing constantly. In its strategic orientation DPD responds to these changes – using our customers and their needs as the guiding principle. This is what we understand by customer orientation. Products and services are continuously extended and brought in line with the needs of the market. Our customers benefit from maximum flexibility and can always depend on the highest service and quality standards.

In Germany DPD is the leader in national and international B2B parcel services. This is something we are proud of. Day in, day out 7,500 skilled employees at 76 depots ensure simple, fast and reliable parcel delivery.

Our service and product portfolio provides an all-round offer covering every aspect of parcel shipping. DPD provides efficient solutions in all segments. Constant and fast delivery times, simple and uncomplicated processing, closeness to the customer and strong local expertise are only some of the benefits which DPD customers enjoy."
355,Praktiker,3.9,"{'url': '/Reviews/Praktiker-Reviews-E8796.htm', 'count': '38'}","{'url': '/Salary/Praktiker-Salaries-E8796.htm', 'count': '--'}","{'url': '/Jobs/Praktiker-Jobs-E8796.htm', 'count': '109'}",Saarland,10000+ Employees,Home Furniture & Housewares Stores,
356,Spyderco,3.4,"{'url': '/Reviews/Spyderco-Reviews-E14301.htm', 'count': '15'}","{'url': '/Salary/Spyderco-Salaries-E14301.htm', 'count': '14'}","{'url': '/Jobs/Spyderco-Jobs-E14301.htm', 'count': '4'}",Saarland,51 to 200 Employees,Computer Hardware Development,"Spyderco makes and sells knives, sharpeners, and accessories through retailers worldwide, as well as on the company's Web site. Its knives have a variety of straight and serrated edges for different uses from models for slicing dinner in the kitchen to knives for martial arts, fishing, and fire and rescue professionals. A number of Spyderco's models, including the C91 Pacific Salt, uses special H1 steel, manufactured in Japan, which does not rust and keeps its sharp edge. The company is owned and operated by the Glesser family."
357,Deutsches Forschungszentrum für Künstliche Intelligenz,4.2,"{'url': '/Reviews/Deutsches-Forschungszentrum-f%C3%BCr-K%C3%BCnstliche-Intelligenz-Reviews-E440008.htm', 'count': '160'}","{'url': '/Salary/Deutsches-Forschungszentrum-f%C3%BCr-K%C3%BCnstliche-Intelligenz-Salaries-E440008.htm', 'count': '2'}","{'url': '/Jobs/Deutsches-Forschungszentrum-f%C3%BCr-K%C3%BCnstliche-Intelligenz-Jobs-E440008.htm', 'count': '--'}",Saarland,501 to 1000 Employees,Research & Development,"The German Research Center for Artificial Intelligence (DFKI) was founded in 1988 and has research facilities in Kaiserslautern, Saarbrücken, Bremen and a project office in Berlin. In the field of innovative commercial software technology using Artificial Intelligence, DFKI is the leading research center in Germany.

"
358,Lux Logistik,4.5,"{'url': '/Reviews/Lux-Logistik-Reviews-E3540822.htm', 'count': '2'}","{'url': '/Salary/Lux-Logistik-Salaries-E3540822.htm', 'count': '--'}","{'url': '/Jobs/Lux-Logistik-Jobs-E3540822.htm', 'count': '4'}","Headquarters in Bexbach, Germany",1 to 50 Employees,N/A,
359,Sematell,5.0,"{'url': '/Reviews/Sematell-Reviews-E3923597.htm', 'count': '1'}","{'url': '/Salary/Sematell-Salaries-E3923597.htm', 'count': '--'}","{'url': '/Jobs/Sematell-Jobs-E3923597.htm', 'count': '--'}","Headquarters in Saarbrücken, Germany",Unknown,N/A,
360,Europcar Mobility Group,3.6,"{'url': '/Reviews/Europcar-Mobility-Group-Reviews-E2304947.htm', 'count': '170'}","{'url': '/Salary/Europcar-Mobility-Group-Salaries-E2304947.htm', 'count': '4'}","{'url': '/Jobs/Europcar-Mobility-Group-Jobs-E2304947.htm', 'count': '398'}",Saarland,5001 to 10000 Employees,Consumer Product Rental,
361,Heisel am Kreisel,2.8,"{'url': '/Reviews/Heisel-am-Kreisel-Reviews-E1309163.htm', 'count': '4'}","{'url': '/Salary/Heisel-am-Kreisel-Salaries-E1309163.htm', 'count': '--'}","{'url': '/Jobs/Heisel-am-Kreisel-Jobs-E1309163.htm', 'count': '19'}",Saarland,Unknown,N/A,
362,IBM,4.0,"{'url': '/Reviews/IBM-Reviews-E354.htm', 'count': '103.9K'}","{'url': '/Salary/IBM-Salaries-E354.htm', 'count': '73.5K'}","{'url': '/Jobs/IBM-Jobs-E354.htm', 'count': '5.1K'}",Saarland,10000+ Employees,Information Technology Support Services,"IBM works to design, advance, and scale the technologies that define each era. Restlessly reinventing since 1911, we are one of the largest technology, consulting and research companies in the world.  IBMers are agents of change – in this team, you’ll become a part of a historic, prestigious, and global community in which you’ll be respected, and your talents will have a real impact. 

Join our team of experts and thrive in a collaborative and friendly environment where you can bring your whole self at work. Use your skills to empower clients and partners to create something that is bigger than what any one of us could produce alone.

Come and let’s create together!"
363,Hellmann Worldwide Logistics,3.6,"{'url': '/Reviews/Hellmann-Worldwide-Logistics-Reviews-E31933.htm', 'count': '381'}","{'url': '/Salary/Hellmann-Worldwide-Logistics-Salaries-E31933.htm', 'count': '148'}","{'url': '/Jobs/Hellmann-Worldwide-Logistics-Jobs-E31933.htm', 'count': '178'}",Saarland,10000+ Employees,Shipping & Trucking,"Since its foundation in 1871, Hellmann has developed into one of the largest international logistics providers. With our high-performance products Airfreight, Seafreight, Road & Rail, and Contract Logistics, we always offer the right solution for the complex logistics requirements of our customers and rely on future-oriented digital services for maximum transparency and more efficient supply chains."
364,Torpedo Group,4.1,"{'url': '/Reviews/Torpedo-Group-Reviews-E3495639.htm', 'count': '20'}","{'url': '/Salary/Torpedo-Group-Salaries-E3495639.htm', 'count': '--'}","{'url': '/Jobs/Torpedo-Group-Jobs-E3495639.htm', 'count': '--'}",Saarland,51 to 200 Employees,Advertising & Public Relations,
365,Leistenschneider GmbH,2.7,"{'url': '/Reviews/Leistenschneider-GmbH-Reviews-E2538327.htm', 'count': '3'}","{'url': '/Salary/Leistenschneider-GmbH-Salaries-E2538327.htm', 'count': '--'}","{'url': '/Jobs/Leistenschneider-GmbH-Jobs-E2538327.htm', 'count': '14'}",Saarland,1 to 50 Employees,N/A,
366,Philippine Saarpor,3.0,"{'url': '/Reviews/Philippine-Saarpor-Reviews-E1287504.htm', 'count': '2'}","{'url': '/Salary/Philippine-Saarpor-Salaries-E1287504.htm', 'count': '--'}","{'url': '/Jobs/Philippine-Saarpor-Jobs-E1287504.htm', 'count': '23'}",Saarland,Unknown,N/A,
367,Takko Fashion,3.3,"{'url': '/Reviews/Takko-Fashion-Reviews-E585477.htm', 'count': '155'}","{'url': '/Salary/Takko-Fashion-Salaries-E585477.htm', 'count': '2'}","{'url': '/Jobs/Takko-Fashion-Jobs-E585477.htm', 'count': '1.4K'}",Saarland,10000+ Employees,"Department, Clothing & Shoe Stores","Attractive collections, fashionable looks, appealing stores, and fair value for money – as a leading name in value fashion retail, we are giving our customers that little bit extra in fashion and style. For over 30 years, Takko has been one of the most successful fashion retail chains in Europe.

With approx. 1,900 stores, Takko is a household name in 16 European countries and Russia. Around 17,000 people are working in sales, logistics, and our head offices in Telgte near Münster to satisfy the wishes and expectations of our customers."
